player_id,fifa_version,overall,potential,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,attacker_position,midfielder_position,defender_position,improvement_1_year,improvement_2_years,improvement_3_years,big_potential
20801,19.0,94,94,33,187,83,1,4,5,90.0,93.0,81.0,89.0,35.0,79.0,84,94,89,81,87,88,81,76,77,94,89,91,87,96,70,95,95,88,79,93,63,29,95,82,85,95.0,28,31,23,1,0,0,0,-10,-29,0
20801,20.0,93,93,34,187,83,1,4,5,90.0,93.0,82.0,89.0,35.0,78.0,84,94,89,83,87,89,81,76,77,92,89,91,87,96,71,95,95,85,78,93,63,29,95,82,85,95.0,28,32,24,1,0,0,-10,-29,-91,0
20801,21.0,92,92,35,187,83,1,4,5,89.0,93.0,81.0,89.0,35.0,77.0,84,95,90,82,86,88,81,76,77,92,87,91,87,95,71,94,95,84,78,93,63,29,95,82,84,95.0,28,32,24,1,0,0,-19,-81,-179,0
22391,17.0,62,62,34,165,66,1,4,3,84.0,58.0,56.0,65.0,30.0,48.0,56,63,56,59,51,61,50,49,55,61,83,84,87,53,91,54,92,62,33,51,58,23,53,55,62,56.0,27,29,29,1,1,0,-100,-154,-142,0
22391,18.0,59,59,35,165,66,1,4,3,66.0,60.0,53.0,63.0,30.0,41.0,51,64,58,57,57,60,50,49,51,60,71,61,77,57,88,57,88,34,33,55,58,23,57,52,62,56.0,27,29,29,1,1,0,-54,-42,-75,0
25798,17.0,73,73,34,191,83,1,2,3,34.0,72.0,61.0,62.0,31.0,66.0,58,75,78,68,74,63,73,52,42,74,32,36,27,77,28,77,32,35,85,60,66,35,80,63,62,76.0,18,25,31,1,0,0,32,28,17,0
25798,21.0,73,73,38,189,80,1,3,3,33.0,74.0,61.0,63.0,36.0,62.0,58,79,82,69,79,63,73,52,42,77,31,35,30,77,28,77,32,30,80,60,66,35,83,63,62,76.0,35,25,31,1,0,0,-4,-15,12,0
41236,17.0,90,90,34,195,95,1,4,4,72.0,90.0,81.0,85.0,31.0,86.0,76,90,76,84,93,87,80,80,76,90,69,74,86,85,41,93,72,75,93,88,84,20,86,83,91,91.0,15,41,27,1,0,0,-54,-136,-140,0
41236,18.0,88,88,35,195,95,1,4,4,65.0,88.0,81.0,82.0,32.0,82.0,76,87,80,84,90,82,82,82,76,88,63,67,81,86,41,91,69,71,88,85,84,20,86,83,91,91.0,15,41,27,1,0,0,-82,-86,-102,0
41236,19.0,85,85,36,195,95,1,4,5,59.0,86.0,77.0,78.0,34.0,78.0,73,86,83,79,86,79,82,82,73,84,58,59,74,82,39,90,68,61,86,82,84,20,85,79,89,90.0,28,37,24,1,0,0,-4,-20,37,0
41236,20.0,85,85,37,195,95,1,4,5,56.0,88.0,77.0,77.0,34.0,78.0,70,86,83,77,88,77,80,78,73,84,57,55,72,82,39,90,68,59,87,88,84,20,91,84,89,90.0,28,37,24,1,0,0,-16,41,-50,0
45186,17.0,78,78,34,179,75,1,3,3,70.0,72.0,82.0,82.0,38.0,51.0,87,69,56,80,68,85,89,77,79,83,69,71,69,71,75,74,42,33,60,76,53,35,77,81,75,80.0,29,41,39,1,1,0,-5,102,65,0
45186,18.0,78,78,35,179,75,1,3,3,68.0,74.0,81.0,82.0,38.0,51.0,84,74,56,80,68,85,86,77,81,83,71,65,71,71,75,74,37,35,60,76,53,35,77,81,75,80.0,29,41,39,1,1,0,107,70,90,1
45186,19.0,82,82,36,179,75,1,3,4,73.0,77.0,83.0,83.0,41.0,61.0,86,80,56,82,68,85,86,77,83,83,76,70,74,80,74,74,33,65,64,76,53,35,81,84,75,80.0,41,41,39,1,1,0,-37,-17,-16,0
45186,20.0,80,80,37,179,75,1,3,4,66.0,78.0,83.0,82.0,44.0,56.0,84,80,63,83,68,85,86,77,82,83,69,63,68,82,70,77,31,48,64,78,53,35,80,83,75,79.0,41,47,39,1,1,0,20,21,-13,0
46175,17.0,74,74,33,184,81,1,4,2,67.0,74.0,69.0,69.0,37.0,76.0,69,78,67,73,70,66,65,71,53,73,69,66,70,77,62,74,84,69,75,67,83,42,74,76,71,81.0,43,20,31,1,0,0,9,-4,-2,0
46857,17.0,64,64,34,183,74,0,5,4,48.0,66.0,69.0,65.0,48.0,54.0,70,64,52,68,64,64,73,69,66,68,47,49,67,62,65,70,64,33,59,68,65,46,66,69,67,70.0,52,46,43,1,1,0,0,38,47,0
49486,17.0,70,70,31,177,78,1,3,3,71.0,72.0,52.0,66.0,30.0,73.0,48,77,58,49,63,65,66,61,66,68,67,74,64,65,72,77,80,57,77,56,82,39,76,47,68,60.0,24,23,19,1,0,0,-75,15,40,0
50294,17.0,71,71,33,174,75,1,3,2,65.0,73.0,69.0,72.0,52.0,59.0,72,71,70,75,74,70,55,54,63,75,65,65,73,65,75,77,71,48,60,74,65,51,70,67,73,68.0,51,51,46,1,0,0,-50,-67,-131,0
50542,17.0,80,80,33,170,70,1,4,3,77.0,83.0,61.0,79.0,25.0,66.0,54,84,68,68,81,78,63,68,43,77,78,77,83,77,88,88,74,73,62,81,63,19,85,67,68,84.0,24,20,11,1,0,0,4,-83,-106,0
50542,18.0,80,80,34,171,65,1,4,3,74.0,85.0,61.0,79.0,25.0,65.0,54,87,66,68,82,78,63,68,43,77,77,72,83,81,88,88,75,72,61,80,63,19,87,67,74,84.0,24,20,11,1,0,0,-87,-110,-152,0
50542,19.0,77,77,35,171,65,1,4,3,68.0,83.0,60.0,76.0,26.0,57.0,54,85,65,66,82,74,63,68,43,77,73,63,77,78,87,84,68,57,54,78,62,19,85,65,74,82.0,30,20,11,1,0,0,-23,-65,-179,0
53655,17.0,71,71,34,190,89,0,3,3,46.0,73.0,66.0,67.0,25.0,75.0,61,73,73,68,72,69,61,73,72,72,38,52,51,75,32,80,34,56,92,66,67,22,61,61,76,72.0,17,21,22,1,0,0,-66,-119,-179,0
53655,18.0,68,68,35,190,89,0,3,3,46.0,68.0,63.0,66.0,25.0,74.0,61,65,67,65,68,69,61,69,64,70,38,52,51,71,32,77,33,57,89,66,67,22,61,61,65,72.0,17,21,22,1,0,0,-53,-113,-110,0
53655,19.0,66,66,36,190,89,0,2,3,34.0,68.0,61.0,64.0,28.0,72.0,61,70,75,65,68,69,61,69,51,70,33,35,37,60,31,75,56,52,85,61,67,19,57,61,65,72.0,28,21,22,1,0,0,-60,-57,-82,0
53778,17.0,66,66,33,180,81,1,3,2,59.0,65.0,54.0,60.0,25.0,73.0,44,66,63,59,61,59,62,61,42,61,65,54,60,58,64,73,72,71,82,55,54,22,69,58,71,65.0,22,20,20,1,0,0,-8,-69,-128,0
54050,17.0,84,84,30,176,83,1,4,3,71.0,84.0,81.0,79.0,53.0,86.0,78,84,76,79,85,77,84,84,85,83,69,73,77,83,77,86,81,87,84,84,89,54,85,83,81,89.0,48,54,37,1,1,0,-85,-114,-104,0
54050,18.0,81,81,31,176,83,1,4,3,68.0,81.0,81.0,76.0,52.0,81.0,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88.0,48,51,37,1,1,0,-29,-19,-68,0
54051,17.0,76,76,31,170,77,1,4,4,78.0,66.0,70.0,81.0,36.0,65.0,74,69,34,73,71,83,61,28,72,77,78,78,82,73,87,68,71,69,73,55,36,39,72,74,63,69.0,30,37,46,1,1,0,-35,-94,-119,0
54051,18.0,75,75,32,170,77,1,2,4,72.0,66.0,70.0,81.0,36.0,61.0,74,69,34,73,71,83,61,28,72,77,71,72,79,73,87,68,71,68,67,55,36,39,72,74,63,69.0,30,37,46,1,1,0,-59,-84,-100,0
102593,17.0,64,64,33,175,68,0,3,2,66.0,45.0,58.0,60.0,62.0,65.0,60,34,52,57,51,58,60,60,62,60,69,64,59,63,69,60,72,71,63,50,63,61,59,54,40,64.0,63,65,62,1,0,1,0,4,-26,0
104702,17.0,68,68,34,184,88,1,4,4,76.0,65.0,66.0,70.0,49.0,74.0,67,61,62,67,68,70,69,58,63,71,75,76,73,59,63,77,70,62,83,63,67,46,68,68,49,79.0,43,51,55,1,0,0,39,-29,-80,0
106231,17.0,84,84,35,182,78,1,3,3,70.0,83.0,64.0,76.0,46.0,79.0,54,85,94,71,84,79,61,54,52,80,69,71,53,85,57,83,93,66,82,80,82,23,86,73,75,87.0,46,44,49,1,0,0,-1,9,-40,0
111590,17.0,69,69,30,183,76,1,4,3,86.0,61.0,60.0,70.0,39.0,65.0,67,62,43,60,59,72,63,48,52,65,86,86,80,61,70,63,59,78,65,60,49,38,63,63,51,54.0,37,39,38,1,1,0,11,-45,43,0
113422,17.0,82,82,34,175,69,1,5,4,73.0,83.0,73.0,82.0,31.0,68.0,71,86,66,74,78,82,83,80,67,85,75,72,76,82,75,80,67,73,66,76,67,29,86,71,88,83.0,22,28,38,1,0,0,6,8,-46,0
113524,17.0,69,69,36,169,68,1,4,3,59.0,71.0,60.0,65.0,41.0,59.0,59,76,51,60,56,59,65,55,55,67,59,59,70,84,80,63,71,58,58,70,60,41,82,65,71,83.0,37,42,37,1,1,0,56,41,45,0
115909,17.0,81,81,35,174,72,1,3,3,78.0,81.0,65.0,83.0,23.0,64.0,60,84,73,69,72,83,72,69,45,81,80,77,87,87,77,77,78,78,61,78,50,37,86,74,76,70.0,11,12,14,1,0,0,-16,-103,-118,0
115909,19.0,78,78,37,174,72,1,3,3,77.0,78.0,64.0,80.0,30.0,63.0,60,81,71,67,70,80,69,68,45,78,79,75,88,84,77,74,76,74,61,75,50,37,83,74,76,70.0,36,12,14,1,0,0,-87,-102,-120,0
115909,20.0,73,73,38,169,68,1,3,3,70.0,74.0,63.0,76.0,30.0,59.0,60,77,69,65,68,76,69,68,45,73,72,69,86,73,80,71,80,61,59,72,50,37,77,74,76,68.0,36,12,14,1,0,0,-15,-33,31,0
118646,17.0,66,66,31,178,67,1,3,3,66.0,67.0,63.0,70.0,30.0,65.0,61,69,50,62,61,70,59,66,58,69,65,67,74,63,75,63,65,66,65,65,63,33,69,71,73,71.0,20,31,28,1,1,0,12,13,35,0
118646,18.0,67,67,32,178,67,1,3,3,64.0,67.0,63.0,70.0,30.0,67.0,61,69,50,62,61,70,60,66,58,70,62,65,74,65,75,63,67,68,69,65,63,33,71,71,73,74.0,20,31,28,1,1,0,1,23,1,0
118646,19.0,66,66,33,178,67,1,3,3,62.0,66.0,63.0,69.0,35.0,68.0,61,69,45,62,61,68,60,66,58,70,60,64,74,65,75,63,67,69,69,65,63,33,71,71,64,72.0,39,31,28,1,1,0,22,0,-33,0
118646,20.0,67,67,34,178,67,1,3,3,61.0,68.0,63.0,70.0,35.0,69.0,61,72,50,62,61,68,60,66,58,70,59,63,74,68,75,63,67,78,68,65,63,33,73,71,64,72.0,39,31,28,1,1,0,-22,-55,-229,0
122066,18.0,65,65,34,190,93,0,4,2,31.0,69.0,47.0,47.0,31.0,71.0,48,73,78,44,63,39,59,43,38,62,32,30,38,64,40,70,48,40,93,64,61,35,67,58,60,66.0,15,36,12,1,0,0,48,24,16,0
122066,19.0,65,65,35,190,93,0,4,2,31.0,69.0,48.0,47.0,38.0,73.0,48,72,80,46,65,38,59,43,38,63,32,30,38,66,40,70,43,48,93,66,61,35,71,58,60,68.0,35,36,12,1,0,0,-24,-32,-9,0
122066,20.0,65,65,36,190,93,0,4,2,30.0,68.0,48.0,46.0,37.0,73.0,48,70,79,46,57,38,59,43,38,62,30,30,36,66,38,70,40,51,93,66,58,35,72,58,60,68.0,35,36,12,1,0,0,-8,15,-17,0
122849,17.0,75,75,32,182,81,1,4,3,77.0,73.0,62.0,74.0,35.0,74.0,61,73,72,67,71,75,57,56,49,75,75,78,75,71,61,80,78,73,84,70,47,28,73,66,67,72.0,22,43,26,1,1,0,-21,-11,-61,0
122849,18.0,74,74,33,182,81,1,4,3,76.0,73.0,62.0,73.0,35.0,71.0,61,73,71,67,71,73,57,56,49,75,75,76,73,71,61,78,78,73,79,68,47,28,73,66,67,72.0,22,43,26,1,1,0,10,-40,-59,0
124375,17.0,79,79,30,188,81,1,3,3,82.0,81.0,65.0,68.0,31.0,76.0,68,82,72,66,77,69,66,75,60,65,83,82,72,81,48,85,66,68,77,73,85,33,86,62,79,65.0,20,29,26,1,0,0,-6,11,22,0
124375,18.0,78,78,31,188,77,1,3,3,82.0,81.0,65.0,67.0,31.0,76.0,68,82,72,66,77,69,66,75,60,62,83,81,72,81,48,85,66,67,77,73,85,33,86,62,79,65.0,20,29,26,1,0,0,17,28,33,0
124375,19.0,79,79,32,188,77,1,3,3,80.0,81.0,65.0,69.0,34.0,77.0,68,82,72,66,77,69,60,70,60,69,81,79,72,81,48,85,66,69,79,74,85,33,85,64,79,71.0,29,29,26,1,0,0,11,16,85,1
124375,20.0,79,79,33,188,77,1,3,3,80.0,81.0,65.0,69.0,34.0,77.0,68,82,72,66,77,69,60,70,60,69,81,79,72,81,48,85,66,69,79,74,85,33,86,64,79,81.0,29,29,26,1,0,0,5,74,9,0
125995,17.0,70,70,33,184,75,1,3,3,64.0,69.0,61.0,61.0,46.0,69.0,64,67,71,65,65,65,54,49,62,62,62,65,45,66,44,77,59,68,73,65,64,47,76,54,68,58.0,40,46,38,1,0,0,-114,-43,-67,0
125995,18.0,68,68,34,184,75,1,3,2,62.0,68.0,55.0,59.0,39.0,67.0,58,66,70,57,65,64,51,49,51,60,58,65,35,70,44,76,59,66,69,65,64,38,75,54,68,45.0,35,35,34,1,0,0,71,47,10,0
134779,17.0,76,76,30,183,80,1,3,3,77.0,74.0,70.0,72.0,47.0,75.0,71,75,77,73,80,71,67,46,69,70,73,80,81,75,65,77,81,74,78,69,69,42,78,73,69,74.0,43,46,41,1,1,0,52,28,-32,0
134779,18.0,78,78,31,181,84,1,3,3,75.0,76.0,74.0,75.0,47.0,75.0,71,79,79,79,79,75,67,66,68,75,71,79,79,76,65,77,82,74,78,70,69,42,79,78,69,76.0,43,46,41,1,1,0,-24,-84,-95,0
134779,19.0,77,77,32,181,84,1,3,3,74.0,76.0,74.0,73.0,47.0,75.0,71,79,77,77,75,75,67,66,68,69,71,77,77,74,66,77,82,74,78,70,69,42,79,78,69,76.0,42,46,40,1,0,0,-60,-71,-129,0
136363,17.0,69,69,32,186,78,1,3,3,66.0,68.0,58.0,62.0,25.0,75.0,54,73,71,64,67,61,56,67,56,62,67,66,65,63,59,63,76,75,90,59,38,23,72,51,70,60.0,15,20,25,1,0,0,1,-9,-26,0
136553,17.0,75,75,37,187,83,1,4,3,73.0,74.0,73.0,71.0,24.0,69.0,73,72,76,73,77,71,78,70,71,74,74,72,70,64,63,74,74,72,76,73,44,33,75,73,86,72.0,12,15,16,1,0,0,-121,-255,-248,0
136553,18.0,71,71,38,187,83,1,4,3,66.0,72.0,69.0,66.0,24.0,59.0,69,70,72,67,81,67,83,70,67,67,67,66,65,54,63,75,74,46,70,70,44,33,71,68,86,72.0,12,15,16,1,0,0,-134,-127,-136,0
137361,17.0,76,76,31,180,77,1,3,2,68.0,71.0,56.0,69.0,26.0,66.0,50,82,88,65,80,64,63,40,40,74,67,69,73,70,78,68,93,56,66,40,70,20,86,58,81,78.0,16,22,20,1,0,0,0,12,-25,0
137460,17.0,73,73,32,168,67,0,3,3,77.0,66.0,72.0,77.0,24.0,46.0,69,61,50,72,72,74,81,78,70,77,81,73,81,77,90,74,32,71,34,68,48,14,70,72,68,73.0,20,27,22,1,1,0,5,32,-20,0
137506,17.0,74,74,32,184,75,0,3,3,60.0,73.0,71.0,80.0,38.0,59.0,69,71,70,74,78,83,80,69,65,83,66,55,63,69,72,76,72,55,62,74,52,39,79,71,68,65.0,25,40,35,1,1,0,3,-8,-65,0
137506,18.0,74,74,33,184,75,0,3,3,59.0,73.0,71.0,80.0,38.0,59.0,69,71,70,74,78,83,80,69,65,83,65,54,63,69,72,76,72,54,62,74,52,39,79,71,68,72.0,25,40,35,1,1,0,-11,-68,-90,0
137506,19.0,75,75,34,184,75,0,3,4,58.0,74.0,71.0,80.0,37.0,56.0,69,73,70,74,78,83,80,69,65,83,65,52,63,73,72,76,72,44,62,74,52,39,79,71,68,72.0,23,40,35,1,1,0,-57,-79,-18,0
138306,18.0,70,70,33,181,77,0,3,3,81.0,67.0,60.0,69.0,36.0,63.0,59,75,62,65,60,68,68,44,54,69,80,82,74,70,66,60,63,68,67,57,49,42,73,60,71,65.0,35,29,20,1,0,0,53,94,83,1
138719,17.0,68,68,30,191,78,1,3,3,67.0,67.0,51.0,62.0,31.0,79.0,39,67,72,60,65,60,44,35,43,68,66,67,65,56,41,73,71,72,89,61,63,23,65,60,64,62.0,17,42,18,1,0,0,-32,-113,-118,0
138830,20.0,64,64,35,183,86,0,3,2,45.0,34.0,63.0,58.0,64.0,76.0,66,22,58,66,18,54,59,64,62,61,49,41,67,62,55,51,66,80,78,47,68,63,58,56,22,71.0,63,67,63,1,0,1,-1,-19,27,0
138830,21.0,65,65,36,183,86,0,3,2,45.0,34.0,63.0,58.0,64.0,76.0,66,22,58,65,18,54,59,64,62,61,49,41,67,62,55,51,66,80,78,47,68,63,58,56,22,71.0,63,67,63,1,0,1,-18,28,-32,0
139068,17.0,83,83,29,175,66,1,4,5,82.0,79.0,81.0,86.0,24.0,64.0,82,75,46,81,75,87,86,79,79,86,86,79,92,80,77,85,46,75,62,83,62,31,77,80,72,79.0,15,22,20,1,1,0,-11,-19,2,0
139068,18.0,83,83,30,175,66,1,5,5,81.0,79.0,81.0,86.0,24.0,64.0,82,75,46,81,75,87,86,79,79,86,84,78,92,80,77,85,39,74,62,83,62,31,77,80,72,79.0,15,22,20,1,1,0,-8,13,28,0
139068,20.0,80,80,32,177,70,1,5,5,72.0,75.0,79.0,86.0,37.0,62.0,80,68,62,80,75,88,86,80,77,87,78,67,85,75,78,85,35,66,56,83,79,31,77,78,70,84.0,53,22,20,1,0,0,15,27,-44,0
139068,21.0,80,80,33,177,70,1,5,5,72.0,76.0,79.0,85.0,37.0,67.0,80,70,62,80,75,86,86,80,77,86,78,67,85,77,78,85,35,66,65,83,79,31,79,76,70,84.0,53,22,20,1,0,0,12,-59,-79,0
139296,17.0,72,72,31,180,81,1,3,3,74.0,72.0,60.0,74.0,29.0,65.0,56,73,67,64,73,75,62,52,45,72,78,71,79,72,64,71,70,75,71,68,34,35,72,71,82,72.0,22,23,22,1,1,0,-28,-26,-103,0
139296,18.0,71,71,32,180,76,1,3,3,71.0,71.0,60.0,71.0,29.0,65.0,56,72,67,63,72,70,62,52,45,72,74,69,79,70,64,71,72,74,72,68,34,35,72,71,75,72.0,22,23,22,1,1,0,2,-75,-116,0
139317,17.0,64,64,33,191,76,1,4,3,51.0,64.0,61.0,60.0,30.0,60.0,53,63,69,61,64,61,67,63,59,61,47,54,56,65,49,66,51,55,62,64,65,27,66,70,71,62.0,22,30,25,1,0,0,-59,-83,-183,0
139799,17.0,72,72,35,183,84,1,3,2,54.0,74.0,61.0,65.0,40.0,70.0,52,73,77,65,67,65,64,64,57,68,55,54,55,72,52,80,79,30,88,71,72,44,73,64,75,75.0,28,36,39,1,0,0,-47,-21,9,0
139799,19.0,69,69,37,183,84,1,3,3,39.0,70.0,60.0,63.0,44.0,71.0,52,70,80,61,66,64,64,61,57,65,44,35,54,72,52,67,86,30,89,71,75,44,73,66,75,74.0,40,39,37,1,0,0,26,56,25,0
140201,17.0,73,73,34,170,73,1,4,3,43.0,75.0,62.0,74.0,21.0,59.0,53,76,71,65,75,73,71,68,60,75,38,47,78,75,78,77,47,60,64,68,50,13,83,65,82,67.0,13,20,14,1,0,0,-24,-30,-50,0
140201,18.0,71,71,35,170,73,1,4,3,48.0,73.0,62.0,71.0,21.0,58.0,53,72,68,65,75,70,71,68,60,70,37,57,78,75,78,77,41,55,64,69,50,13,80,65,78,67.0,13,20,14,1,1,0,-6,-26,-100,0
140445,17.0,67,67,33,180,79,1,3,3,65.0,63.0,58.0,66.0,36.0,74.0,44,65,76,66,55,64,49,48,51,67,64,66,74,64,71,68,91,84,73,53,62,31,65,68,63,75.0,33,32,27,1,0,0,27,14,-89,0
142707,17.0,78,78,33,174,74,1,4,4,78.0,77.0,72.0,77.0,46.0,72.0,68,78,76,75,74,75,76,73,67,77,75,80,82,75,79,77,77,82,73,75,57,59,78,72,84,77.0,25,55,24,1,0,0,10,13,56,0
142707,18.0,78,78,34,174,74,1,4,4,80.0,77.0,71.0,78.0,46.0,71.0,66,77,76,75,74,76,76,73,68,80,77,83,82,76,79,77,80,76,73,75,57,59,81,71,84,79.0,25,55,24,1,0,0,3,46,-4,0
142707,19.0,78,78,35,174,72,1,4,4,80.0,77.0,71.0,78.0,46.0,72.0,66,77,76,75,74,76,76,73,68,80,77,83,84,74,80,77,84,77,75,75,57,59,80,71,79,79.0,25,55,24,1,0,0,43,-7,-101,0
142707,20.0,81,81,36,174,72,1,4,4,75.0,82.0,73.0,80.0,50.0,70.0,66,86,79,76,74,79,78,73,71,82,74,75,77,77,79,82,79,65,76,75,61,52,84,75,85,86.0,35,58,34,1,0,0,-50,-144,-193,0
142707,21.0,78,78,37,174,74,1,4,4,69.0,80.0,73.0,77.0,50.0,69.0,66,81,79,76,74,76,78,73,71,80,69,69,76,76,73,82,77,60,76,75,61,52,82,75,85,86.0,35,58,34,1,0,0,-94,-143,-151,0
142966,19.0,77,77,34,179,77,0,3,4,68.0,74.0,78.0,78.0,46.0,63.0,77,71,56,78,66,78,82,77,78,79,70,66,87,71,68,77,52,73,66,77,46,55,74,79,75,71.0,32,51,48,1,1,0,-3,-150,-179,0
143001,17.0,83,83,32,173,71,1,3,3,81.0,83.0,77.0,85.0,45.0,80.0,73,84,58,81,82,85,79,78,70,86,82,80,82,88,88,86,72,79,79,81,86,34,84,78,77,90.0,39,51,50,1,0,0,-216,-227,-180,0
143076,17.0,80,80,28,165,68,1,4,4,89.0,71.0,75.0,86.0,31.0,58.0,79,69,36,76,72,85,76,69,66,85,92,86,92,76,94,69,70,78,48,76,56,40,76,76,65,72.0,24,30,34,1,0,0,99,142,124,1
143076,18.0,84,84,29,165,68,1,4,4,90.0,77.0,80.0,89.0,31.0,58.0,82,78,36,82,72,89,78,71,72,87,94,86,92,83,94,76,70,78,48,78,56,40,81,85,71,84.0,24,30,34,1,0,0,43,25,63,0
143076,19.0,84,84,30,165,68,1,4,4,90.0,76.0,81.0,89.0,39.0,57.0,82,76,38,82,72,89,79,79,74,87,94,86,92,83,94,76,70,75,48,79,56,40,81,85,72,84.0,50,30,34,1,0,0,-18,20,10,0
143076,20.0,85,85,31,165,68,1,4,4,89.0,78.0,81.0,86.0,39.0,55.0,81,79,38,81,72,85,79,79,74,85,94,85,92,81,94,76,70,70,46,79,56,40,82,85,72,84.0,50,30,34,1,1,0,38,28,-2,0
143745,18.0,82,82,30,175,76,1,4,4,71.0,73.0,81.0,84.0,61.0,72.0,82,71,70,83,80,85,81,64,80,86,75,68,82,80,76,73,78,69,70,76,80,61,81,83,73,83.0,54,63,65,1,1,0,-35,-108,-159,0
143809,17.0,77,79,24,175,69,1,3,4,78.0,78.0,74.0,81.0,31.0,67.0,72,76,70,75,75,82,83,78,71,78,78,78,84,74,84,81,76,78,64,79,59,32,80,75,75,73.0,19,35,17,1,1,0,-65,-104,-139,0
143809,18.0,74,76,25,180,69,1,3,4,78.0,74.0,69.0,81.0,31.0,67.0,68,71,67,69,74,82,83,78,67,78,78,78,84,71,84,81,76,78,64,72,59,32,72,68,75,65.0,19,35,17,1,1,0,-39,-74,-81,0
143809,19.0,73,75,26,180,69,1,3,3,76.0,73.0,68.0,76.0,37.0,64.0,65,71,67,69,74,76,83,72,66,75,74,78,79,71,78,77,74,67,64,72,59,32,72,67,75,65.0,39,35,17,1,1,0,-35,-42,-3,0
